page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong,nang_luong_don_vi,chat_dam,chat_beo,chat_bot_duong
75,12,SFF-123014,"Chè, các loại giải khát",Chè đỗ đỏ,Red bean dessert soup,311.5,Kcal,8,5.5,57.5
75,13,SFF-121001,"Chè, các loại giải khát",Chè đỗ đen,Black bean dessert soup,386.8,Kcal,7.7,8.5,70
75,14,SFF-123015,"Chè, các loại giải khát",Chè bưởi,Pomelo dessert soup,204.7,Kcal,3.4,4.5,37.7
75,15,SFF-122069,Các loại bánh,Bò bía,Sweet popiah,184.5,Kcal,2.1,10,21.6
76,1,SFF-121051,Các loại bánh,Bánh tráng nướng,Grilled girdle cake,314,Kcal,13,20.2,19.7
76,2,SFF-121020,Các loại bánh,Bánh ngô,Sweet corn fritters,458.7,Kcal,6.7,21.6,59.4
76,3,SFF-122050,Các loại bánh,Bánh khoai,Sweet potato fritters,162.6,Kcal,4.7,1.8,31.8
76,4,SFF-122057,Các loại bánh,Bánh crepe xúc xích,Sausage crepes cake,346.5,Kcal,11.7,22.8,23.5
76,5,SFF-122058,Các loại bánh,Bánh crepe socola chuối,Banana chocolate crepe cake,309.1,Kcal,7.4,14.8,36.7
76,6,SFF-123048,Các loại bánh,Bánh crepe ngọt,Sweet crepes cake,284.5,Kcal,8.5,13.6,32.2
76,7,SFF-123047,Các loại bánh,Bánh crepe mặn,Crepes cake with sausage and cheese,299.8,Kcal,10,20.5,18.9
76,8,SFF-122059,Các loại bánh,Bánh crepe dăm bông phô mai,Crepes cake with ham and cheese,350.4,Kcal,10.3,23.8,23.7
76,9,SFF-122031,Các loại bánh,Bánh gio mật mía,Alkaline sticky rice dumplings with molasses,432.5,Kcal,3.4,0.6,103.3
76,10,SFF-121008,"Cơm, cháo, xôi",Cháo ruốc thịt lợn,Rice congee with dried shredded pork,223.6,Kcal,7.7,4.3,38.6
76,11,SFF-121057,"Cơm, cháo, xôi",Cháo lòng lợn,Rice congee with hog intestines,517,Kcal,28,11.9,74.6
76,12,SFF-121052,"Cơm, cháo, xôi","Cháo đậu đen, đậu phụ",Rice congee with black beans and fried tofu,307.1,Kcal,15.2,10.4,38.2
76,13,SFF-122003,"Cơm, cháo, xôi",Xôi trắng thịt trứng,Sticky rice with braised meat and eggs,689.7,Kcal,23.6,14.6,115.9
76,14,SFF-121036,"Cơm, cháo, xôi",Xôi ngô,Sticky rice with maize seeds and mung bean paste,389.9,Kcal,11.7,8.3,67.1
76,15,SFF-122002,"Cơm, cháo, xôi",Xôi lạc vừng ruốc,Sticky rice with dried shredded pork and roasted peanut mixed with sesame and salt,457,Kcal,15.7,8.5,79.5
77,1,SFF-121067,"Cơm, cháo, xôi","Cơm suất (trứng, thịt ba chỉ)",Set meal (egg and pork belly),793.8,Kcal,29.1,36.8,86.6
77,2,SFF-121065,"Cơm, cháo, xôi","Cơm suất (thịt, cá)",Set meal (amur carp and pig leg),599.2,Kcal,27.3,11.5,96.7
77,3,SFF-121033,"Cơm, cháo, xôi",Cơm gà,Economy rice with chicken,1140.4,Kcal,51.8,56.5,106.2
77,4,SFF-121064,"Cơm, cháo, xôi",Cơm bụi,Low-price rice,770.9,Kcal,40.2,23.7,99.3
77,5,SFF-123007,"Cơm, cháo, xôi","Cơm bình dân (cá, thịt, tôm, đậu)","Set meal (scad fish, pork belly, shrimp and tofu)",845.5,Kcal,40.8,30.1,102.8
77,6,SFF-123005,"Cơm, cháo, xôi","Cơm bình dân (thịt gà, tôm, thịt lợn ba chỉ)","Set meal (chicken, shrimp and pork belly)",558.9,Kcal,25.1,13.7,83.8
77,7,SFF-123004,"Cơm, cháo, xôi","Cơm bình dân (cá nục, thịt ba chỉ)",Set meal (scad fish and pork belly),637.8,Kcal,22,15.5,102.8
77,8,SFF-113107,Các món khác,Trứng chén nướng,Grilled eggs,154.9,Kcal,6,13.8,1.7
77,9,SFF-112007,Các món khác,"Set cánh, đùi gà tẩm bột chiên",Set of deep fried chicken wings and drumsticks,685.9,Kcal,21.1,43.1,53.4
77,10,SFF-112026,Các món khác,"Set cánh, đùi gà chiên mắm",Set of fish sauce glazed chicken wings and drumsticks,694.4,Kcal,35.9,52.5,19.7
77,11,SFF-112005,Các món khác,Phô mai chiên (2 viên),Deep fried cheesecake (2 pieces),210,Kcal,6.2,15.7,11
77,12,SFF-111021,Các món khác,Nộm bò khô,Salad with dried beef and green papaya,416.5,Kcal,32.8,20.4,25.3
77,13,SFF-112043,Các món khác,Nem nướng cuốn,Vietnamese grilled pork sausage rolls,641.2,Kcal,26.2,12.5,106
77,14,SFF-111032,Các món khác,Cốm làng vòng,Vong village green rice,2992,Kcal,61,8,669
77,15,SFF-112052,Các món khác,Chả rươi,Sandworm omelet,423.1,Kcal,49.4,16.1,20.2
78,1,SFF-111017,Các món khác,Chả cá lã vọng,Rice vermicelli with fried fish-paste (La Vong style),666.1,Kcal,39.9,17.5,87.3
78,2,SFF-113069,Các món khác,Cánh gà tẩm bột chiên,Deep fried chicken wings,335.8,Kcal,14.4,27.7,7.2
78,3,SFF-112030,Các món khác,Cánh gà nướng (5 cái),BBQ chicken wings (5 pieces),731.1,Kcal,82.2,39.8,11.1
78,4,SFF-113040,"Chè, các loại giải khát",Tào phớ thập cẩm,Tofu with tapioca pearls,356.3,Kcal,13.2,2.1,71.2
78,5,SFF-112042,"Chè, các loại giải khát",Sữa tươi trân châu,Bubble milk,424.5,Kcal,9.2,9.9,74.7
78,6,SFF-112040,"Chè, các loại giải khát",Sữa chua đậu xanh rau má,Mungbean-greenwort yogurt smoothie,291.1,Kcal,14.2,6.2,44.6
78,7,SFF-112039,"Chè, các loại giải khát",Sữa chua trân châu,Yogurt with tapioca pearls,271.4,Kcal,6.7,6.7,44.1
78,8,SFF-113031,"Chè, các loại giải khát",Sữa chua thạch lá nếp,Yogurt with pandan leaf jelly,395.8,Kcal,8.6,6.8,74.9
